,,country,year,life_expectancy
11211,31,Brunei,1843,29.2
11212,32,Bulgaria,1843,37.69
11213,33,Burkina Faso,1843,29.2
11214,34,Burundi,1843,31.5
11215,35,Cambodia,1843,35.0
11216,36,Cameroon,1843,28.75
11217,37,Canada,1843,40.47
11218,38,Cape Verde,1843,33.8
11219,39,Cayman Islands,1843,
11220,40,Central African Republic,1843,30.0
11221,41,Chad,1843,30.9
11222,42,Channel Islands,1843,
11223,43,Chile,1843,32.0
11224,44,China,1843,32.0
11225,45,Christmas Island,1843,
11226,46,Cocos Island,1843,
11227,47,Colombia,1843,32.0
11228,48,Comoros,1843,32.1
11229,49,"Congo, Dem. Rep.",1843,31.6
11230,50,"Congo, Rep.",1843,32.7
11231,51,Cook Is,1843,
11232,52,Costa Rica,1843,30.21
11233,53,Cote d'Ivoire,1843,31.16
11234,54,Croatia,1843,36.1
11235,55,Cuba,1843,36.12
11236,56,Cyprus,1843,38.51
11237,57,Czech Republic,1843,34.95
11238,58,Czechoslovakia,1843,
11239,59,Denmark,1843,43.85
11240,60,Djibouti,1843,29.9
11241,61,Dominica,1843,
11242,62,Dominican Republic,1843,29.9
11243,63,East Germany,1843,
11244,64,Ecuador,1843,32.9
11245,65,Egypt,1843,33.0
11246,66,El Salvador,1843,28.7
11247,67,Equatorial Guinea,1843,29.8
11248,68,Eritrea,1843,30.2
11249,69,Eritrea and Ethiopia,1843,
11250,70,Estonia,1843,35.86
11251,71,Ethiopia,1843,29.7
11252,72,Faeroe Islands,1843,
11253,73,Falkland Is (Malvinas),1843,
11254,74,Fiji,1843,26.1
11255,75,Finland,1843,41.54
11256,76,France,1843,40.75
11257,77,French Guiana,1843,30.5
11258,78,French Polynesia,1843,25.6
11259,79,Gabon,1843,30.6
11260,80,Gambia,1843,28.8
11261,81,Georgia,1843,31.87
11262,82,Germany,1843,38.37
11263,83,Ghana,1843,28.0
11264,84,Gibraltar,1843,
11265,85,Greece,1843,36.6
11266,86,Greenland,1843,33.87
11267,87,Grenada,1843,36.32
11268,88,Guadeloupe,1843,27.66
11269,89,Guam,1843,27.5
11270,90,Guatemala,1843,25.81
11271,91,Guernsey,1843,
11272,92,Guinea,1843,29.94
11273,93,Guinea-Bissau,1843,32.0
11274,94,Guyana,1843,31.12
11275,95,Haiti,1843,29.0
11276,96,Holy See,1843,
11277,97,Honduras,1843,33.9
11278,98,"Hong Kong, China",1843,34.9
11279,99,Hungary,1843,36.0
11280,100,Iceland,1843,25.39
11281,101,India,1843,25.44
11282,102,Indonesia,1843,30.0
11283,103,Iran,1843,25.6
11284,104,Iraq,1843,31.2
11285,105,Ireland,1843,38.3
11286,106,Isle of Man,1843,
11287,107,Israel,1843,32.0
11288,108,Italy,1843,29.69
11289,109,Jamaica,1843,34.2
11290,110,Japan,1843,36.42
11291,111,Jersey,1843,
11292,112,Jordan,1843,31.7
11293,113,Kazakhstan,1843,26.2
11294,114,Kenya,1843,25.5
11295,115,Kiribati,1843,24.9
11296,116,North Korea,1843,26.0
11297,117,South Korea,1843,25.8
11298,118,"United Korea (former)
",1843,
11299,119,Kosovo,1843,
11300,120,Kuwait,1843,26.0
11301,121,Kyrgyz Republic,1843,23.94
11302,122,Lao,1843,31.9
11303,123,Latvia,1843,33.0
11304,124,Lebanon,1843,29.7
11305,125,Lesotho,1843,32.8
11306,126,Liberia,1843,31.1
11307,127,Libya,1843,33.1
11308,128,Liechtenstein,1843,
11309,129,Lithuania,1843,28.9
11310,130,Luxembourg,1843,36.9
11311,131,"Macao, China",1843,34.7
11312,132,"Macedonia, FYR",1843,36.1
11313,133,Madagascar,1843,30.5
11314,134,Malawi,1843,30.3
11315,135,Malaysia,1843,30.6
11316,136,Maldives,1843,32.65
11317,137,Mali,1843,26.41
11318,138,Malta,1843,28.7
11319,139,Marshall Islands,1843,
11320,140,Martinique,1843,30.15
11321,141,Mauritania,1843,32.0
11322,142,Mauritius,1843,28.3
11323,143,Mayotte,1843,32.5
11324,144,Mexico,1843,26.9
11325,145,"Micronesia, Fed. Sts.",1843,26.7
11326,146,Moldova,1843,33.15
11327,147,Monaco,1843,
11328,148,Mongolia,1843,31.8
11329,149,Montenegro,1843,35.4
11330,150,Montserrat,1843,
11331,151,Morocco,1843,33.1
11332,152,Mozambique,1843,30.28
11333,153,Myanmar,1843,30.8
11334,154,Namibia,1843,32.4
11335,155,Nauru,1843,
11336,156,Nepal,1843,32.8
11337,157,Netherlands,1843,39.86
11338,158,Netherlands Antilles,1843,34.41
11339,159,New Caledonia,1843,26.0
11340,160,New Zealand,1843,34.05
11341,161,Ngorno-Karabakh,1843,
11342,162,Nicaragua,1843,25.4
11343,163,Niger,1843,30.8
11344,164,Nigeria,1843,30.4
11345,165,Niue,1843,
11346,166,Norfolk Island,1843,
11347,167,Northern Cyprus,1843,
11348,168,Northern Mariana Islands,1843,
11349,169,Norway,1843,48.44
11350,170,Oman,1843,32.3
11351,171,Pakistan,1843,25.8
11352,172,Palau,1843,
11353,173,Panama,1843,32.9
11354,174,Papua New Guinea,1843,31.5
11355,175,Paraguay,1843,35.5
11356,176,Peru,1843,35.7
11357,177,Philippines,1843,30.9
11358,178,Pitcairn,1843,
11359,179,Poland,1843,35.9
11360,180,Portugal,1843,35.6
11361,181,Puerto Rico,1843,30.43
11362,182,Qatar,1843,30.8
11363,183,Reunion,1843,33.0
11364,184,Romania,1843,35.7
11365,185,Russia,1843,29.57
11366,186,Rwanda,1843,31.8
11367,187,St. Barth̩lemy,1843,
11368,188,St. Helena,1843,
11369,189,St. Kitts and Nevis,1843,
11370,190,St. Lucia,1843,28.01
11371,191,St. Martin,1843,
11372,192,St. Vincent and the Grenadines,1843,25.99
11373,193,St.-Pierre-et-Miquelon,1843,
11374,194,Samoa,1843,25.4
11375,195,San Marino,1843,
11376,196,Sao Tome and Principe,1843,31.0
11377,197,Saudi Arabia,1843,32.1
11378,198,Senegal,1843,25.2
11379,199,Serbia,1843,35.5
11380,200,Serbia and Montenegro,1843,
11381,201,Serbia excluding Kosovo,1843,
11382,202,Seychelles,1843,37.0
11383,203,Sierra Leone,1843,25.1
11384,204,Singapore,1843,34.0
11385,205,Slovak Republic,1843,36.4
11386,206,Slovenia,1843,36.6
11387,207,Solomon Islands,1843,25.1
11388,208,Somalia,1843,29.4
11389,209,Somaliland,1843,
11390,210,South Africa,1843,33.5
11391,211,South Ossetia,1843,
11392,212,Spain,1843,29.5
11393,213,Sri Lanka,1843,32.6
11394,214,Sudan,1843,31.4
11395,215,Suriname,1843,32.9
11396,216,Svalbard,1843,
11397,217,Swaziland,1843,32.3
11398,218,Sweden,1843,42.82
11399,219,Switzerland,1843,38.0
11400,220,Syria,1843,31.1
11401,221,Taiwan,1843,28.3
11402,222,Tajikistan,1843,24.24
11403,223,Tanzania,1843,32.2
11404,224,Thailand,1843,30.4
11405,225,Timor-Leste,1843,28.95
11406,226,Togo,1843,31.3
11407,227,Tokelau,1843,
11408,228,Tonga,1843,28.2
11409,229,Transnistria,1843,
11410,230,Trinidad and Tobago,1843,37.82
11411,231,Tunisia,1843,28.8
11412,232,Turkey,1843,35.0
11413,233,Turkmenistan,1843,24.0
11414,234,Turks and Caicos Islands,1843,
11415,235,Tuvalu,1843,
11416,236,Uganda,1843,25.3
11417,237,Ukraine,1843,36.6
11418,238,United Arab Emirates,1843,30.7
11419,239,United Kingdom,1843,41.86
11420,240,United States,1843,39.41
11421,241,Uruguay,1843,32.9
11422,242,USSR,1843,
11423,243,Uzbekistan,1843,26.93
11424,244,Wallis et Futuna,1843,
11425,245,Vanuatu,1843,24.3
11426,246,Venezuela,1843,32.2
11427,247,West Bank and Gaza,1843,32.1
11428,248,West Germany,1843,
11429,249,Western Sahara,1843,34.75
11430,250,Vietnam,1843,32.0
11431,251,Virgin Islands (U.S.),1843,33.4
11432,252,North Yemen (former),1843,
11433,253,South Yemen (former),1843,
11434,254,Yemen,1843,23.39
11435,255,Yugoslavia,1843,
11436,256,Zambia,1843,32.6
11437,257,Zimbabwe,1843,33.7
11438,258,��land,1843,
11439,259,South Sudan,1843,26.67
11440,0,Abkhazia,1844,
11441,1,Afghanistan,1844,27.76
11442,2,Akrotiri and Dhekelia,1844,
11443,3,Albania,1844,35.4
11444,4,Algeria,1844,28.82
11445,5,American Samoa,1844,
11446,6,Andorra,1844,
11447,7,Angola,1844,26.98
11448,8,Anguilla,1844,
11449,9,Antigua and Barbuda,1844,33.54
11450,10,Argentina,1844,33.2
11451,11,Armenia,1844,34.0
11452,12,Aruba,1844,34.42
11453,13,Australia,1844,34.05
11454,14,Austria,1844,34.4
11455,15,Azerbaijan,1844,29.17
11456,16,Bahamas,1844,35.18
11457,17,Bahrain,1844,30.3
11458,18,Bangladesh,1844,25.5
11459,19,Barbados,1844,32.12
11460,20,Belarus,1844,36.2
11461,21,Belgium,1844,41.9
11462,22,Belize,1844,26.5
11463,23,Benin,1844,31.0
11464,24,Bermuda,1844,
11465,25,Bhutan,1844,28.8
11466,26,Bolivia,1844,33.0
11467,27,Bosnia and Herzegovina,1844,35.1
11468,28,Botswana,1844,33.6
11469,29,Brazil,1844,31.99
11470,30,British Virgin Islands,1844,
11471,31,Brunei,1844,29.2
11472,32,Bulgaria,1844,37.74
11473,33,Burkina Faso,1844,29.2
11474,34,Burundi,1844,31.5
11475,35,Cambodia,1844,35.0
11476,36,Cameroon,1844,28.75
11477,37,Canada,1844,40.54
11478,38,Cape Verde,1844,33.8
11479,39,Cayman Islands,1844,
11480,40,Central African Republic,1844,30.0
11481,41,Chad,1844,30.9
11482,42,Channel Islands,1844,
11483,43,Chile,1844,32.0
11484,44,China,1844,32.0
11485,45,Christmas Island,1844,
11486,46,Cocos Island,1844,
11487,47,Colombia,1844,32.0
11488,48,Comoros,1844,32.1
11489,49,"Congo, Dem. Rep.",1844,31.6
11490,50,"Congo, Rep.",1844,32.7
11491,51,Cook Is,1844,
11492,52,Costa Rica,1844,30.21
11493,53,Cote d'Ivoire,1844,31.16
11494,54,Croatia,1844,36.1
11495,55,Cuba,1844,36.0
11496,56,Cyprus,1844,38.51
11497,57,Czech Republic,1844,34.95
11498,58,Czechoslovakia,1844,
11499,59,Denmark,1844,44.0
11500,60,Djibouti,1844,29.9
11501,61,Dominica,1844,
11502,62,Dominican Republic,1844,29.9
11503,63,East Germany,1844,
11504,64,Ecuador,1844,32.9
11505,65,Egypt,1844,33.0
11506,66,El Salvador,1844,28.7
11507,67,Equatorial Guinea,1844,29.8
11508,68,Eritrea,1844,30.2
11509,69,Eritrea and Ethiopia,1844,
11510,70,Estonia,1844,35.51
11511,71,Ethiopia,1844,29.7
11512,72,Faeroe Islands,1844,
11513,73,Falkland Is (Malvinas),1844,
11514,74,Fiji,1844,26.1
11515,75,Finland,1844,42.17
11516,76,France,1844,42.29
11517,77,French Guiana,1844,30.5
11518,78,French Polynesia,1844,25.6
11519,79,Gabon,1844,30.6
11520,80,Gambia,1844,28.8
11521,81,Georgia,1844,31.87
11522,82,Germany,1844,38.37
11523,83,Ghana,1844,28.0
11524,84,Gibraltar,1844,
11525,85,Greece,1844,36.6
11526,86,Greenland,1844,33.87
11527,87,Grenada,1844,37.3
11528,88,Guadeloupe,1844,27.66
11529,89,Guam,1844,27.5
11530,90,Guatemala,1844,25.81
11531,91,Guernsey,1844,
11532,92,Guinea,1844,29.96
11533,93,Guinea-Bissau,1844,32.0
11534,94,Guyana,1844,31.12
11535,95,Haiti,1844,29.0
11536,96,Holy See,1844,
11537,97,Honduras,1844,33.9
11538,98,"Hong Kong, China",1844,34.9
11539,99,Hungary,1844,36.0
11540,100,Iceland,1844,42.9
11541,101,India,1844,25.44
11542,102,Indonesia,1844,30.0
11543,103,Iran,1844,25.6
11544,104,Iraq,1844,31.2
11545,105,Ireland,1844,38.3
11546,106,Isle of Man,1844,
11547,107,Israel,1844,32.0
11548,108,Italy,1844,29.69
11549,109,Jamaica,1844,34.2
11550,110,Japan,1844,36.42
11551,111,Jersey,1844,
11552,112,Jordan,1844,31.7
11553,113,Kazakhstan,1844,26.2
11554,114,Kenya,1844,25.5
11555,115,Kiribati,1844,24.9
11556,116,North Korea,1844,26.0
11557,117,South Korea,1844,25.8
11558,118,"United Korea (former)
",1844,
11559,119,Kosovo,1844,
11560,120,Kuwait,1844,26.0
11561,121,Kyrgyz Republic,1844,23.94
11562,122,Lao,1844,31.9
11563,123,Latvia,1844,33.0
11564,124,Lebanon,1844,29.7
11565,125,Lesotho,1844,32.8
11566,126,Liberia,1844,31.1
11567,127,Libya,1844,33.1
11568,128,Liechtenstein,1844,
11569,129,Lithuania,1844,28.9
11570,130,Luxembourg,1844,36.9
11571,131,"Macao, China",1844,34.7
11572,132,"Macedonia, FYR",1844,36.1
11573,133,Madagascar,1844,30.5
11574,134,Malawi,1844,30.3
11575,135,Malaysia,1844,30.6
11576,136,Maldives,1844,32.65
11577,137,Mali,1844,26.41
11578,138,Malta,1844,28.7
11579,139,Marshall Islands,1844,
11580,140,Martinique,1844,30.15
11581,141,Mauritania,1844,32.0
11582,142,Mauritius,1844,15.0
11583,143,Mayotte,1844,32.5
11584,144,Mexico,1844,26.9
11585,145,"Micronesia, Fed. Sts.",1844,26.7
11586,146,Moldova,1844,33.15
11587,147,Monaco,1844,
11588,148,Mongolia,1844,31.8
11589,149,Montenegro,1844,35.4
11590,150,Montserrat,1844,
11591,151,Morocco,1844,33.1
11592,152,Mozambique,1844,30.28
11593,153,Myanmar,1844,30.8
11594,154,Namibia,1844,32.4
11595,155,Nauru,1844,
11596,156,Nepal,1844,32.8
11597,157,Netherlands,1844,39.86
11598,158,Netherlands Antilles,1844,34.41
11599,159,New Caledonia,1844,26.0
11600,160,New Zealand,1844,34.05
11601,161,Ngorno-Karabakh,1844,
11602,162,Nicaragua,1844,25.4
11603,163,Niger,1844,30.8
11604,164,Nigeria,1844,30.4
11605,165,Niue,1844,
11606,166,Norfolk Island,1844,
11607,167,Northern Cyprus,1844,
11608,168,Northern Mariana Islands,1844,
11609,169,Norway,1844,49.71
11610,170,Oman,1844,32.3
11611,171,Pakistan,1844,25.8
11612,172,Palau,1844,
11613,173,Panama,1844,32.9
11614,174,Papua New Guinea,1844,31.5
11615,175,Paraguay,1844,35.5
11616,176,Peru,1844,35.7
11617,177,Philippines,1844,30.9
11618,178,Pitcairn,1844,
11619,179,Poland,1844,35.9
11620,180,Portugal,1844,35.6
11621,181,Puerto Rico,1844,30.43
11622,182,Qatar,1844,30.8
11623,183,Reunion,1844,33.0
11624,184,Romania,1844,35.7
11625,185,Russia,1844,29.57
11626,186,Rwanda,1844,31.8
11627,187,St. Barth̩lemy,1844,
11628,188,St. Helena,1844,
11629,189,St. Kitts and Nevis,1844,
11630,190,St. Lucia,1844,28.01
11631,191,St. Martin,1844,
11632,192,St. Vincent and the Grenadines,1844,25.99
11633,193,St.-Pierre-et-Miquelon,1844,
11634,194,Samoa,1844,25.4
11635,195,San Marino,1844,
11636,196,Sao Tome and Principe,1844,31.0
11637,197,Saudi Arabia,1844,32.1
11638,198,Senegal,1844,25.2
11639,199,Serbia,1844,35.5
11640,200,Serbia and Montenegro,1844,
11641,201,Serbia excluding Kosovo,1844,
11642,202,Seychelles,1844,37.0
11643,203,Sierra Leone,1844,25.1
11644,204,Singapore,1844,34.0
11645,205,Slovak Republic,1844,36.4
11646,206,Slovenia,1844,36.6
11647,207,Solomon Islands,1844,25.1
11648,208,Somalia,1844,29.4
11649,209,Somaliland,1844,
11650,210,South Africa,1844,33.5
11651,211,South Ossetia,1844,
11652,212,Spain,1844,29.5
11653,213,Sri Lanka,1844,32.6
11654,214,Sudan,1844,31.4
11655,215,Suriname,1844,32.9
11656,216,Svalbard,1844,
11657,217,Swaziland,1844,32.3
11658,218,Sweden,1844,44.03
11659,219,Switzerland,1844,38.0
11660,220,Syria,1844,31.1
11661,221,Taiwan,1844,28.3
11662,222,Tajikistan,1844,24.24
11663,223,Tanzania,1844,32.2
11664,224,Thailand,1844,30.4
11665,225,Timor-Leste,1844,28.95
11666,226,Togo,1844,31.3
11667,227,Tokelau,1844,
11668,228,Tonga,1844,28.2
11669,229,Transnistria,1844,
11670,230,Trinidad and Tobago,1844,38.8
11671,231,Tunisia,1844,28.8
11672,232,Turkey,1844,35.0
11673,233,Turkmenistan,1844,24.0
11674,234,Turks and Caicos Islands,1844,
11675,235,Tuvalu,1844,
11676,236,Uganda,1844,25.3
11677,237,Ukraine,1844,36.6
11678,238,United Arab Emirates,1844,30.7
11679,239,United Kingdom,1844,41.55
11680,240,United States,1844,39.41
11681,241,Uruguay,1844,32.9
11682,242,USSR,1844,
11683,243,Uzbekistan,1844,26.93
11684,244,Wallis et Futuna,1844,
11685,245,Vanuatu,1844,24.3
11686,246,Venezuela,1844,32.2
11687,247,West Bank and Gaza,1844,32.1
11688,248,West Germany,1844,
11689,249,Western Sahara,1844,34.75
11690,250,Vietnam,1844,32.0
11691,251,Virgin Islands (U.S.),1844,33.4
11692,252,North Yemen (former),1844,
11693,253,South Yemen (former),1844,
11694,254,Yemen,1844,23.39
11695,255,Yugoslavia,1844,
11696,256,Zambia,1844,32.6
11697,257,Zimbabwe,1844,33.7
11698,258,��land,1844,
11699,259,South Sudan,1844,26.67
11700,0,Abkhazia,1845,
11701,1,Afghanistan,1845,27.75
11702,2,Akrotiri and Dhekelia,1845,
11703,3,Albania,1845,35.4
11704,4,Algeria,1845,28.82
11705,5,American Samoa,1845,
11706,6,Andorra,1845,
11707,7,Angola,1845,26.98
11708,8,Anguilla,1845,
11709,9,Antigua and Barbuda,1845,33.54
11710,10,Argentina,1845,33.2
11711,11,Armenia,1845,34.0
11712,12,Aruba,1845,34.42
11713,13,Australia,1845,34.05
11714,14,Austria,1845,34.4
11715,15,Azerbaijan,1845,29.17
11716,16,Bahamas,1845,35.18
11717,17,Bahrain,1845,30.3
11718,18,Bangladesh,1845,25.5
11719,19,Barbados,1845,32.12
11720,20,Belarus,1845,36.2
11721,21,Belgium,1845,41.03
11722,22,Belize,1845,26.5
11723,23,Benin,1845,31.0
11724,24,Bermuda,1845,
11725,25,Bhutan,1845,28.8
11726,26,Bolivia,1845,33.0
11727,27,Bosnia and Herzegovina,1845,35.1
11728,28,Botswana,1845,33.6
11729,29,Brazil,1845,31.99
11730,30,British Virgin Islands,1845,
11731,31,Brunei,1845,29.2
11732,32,Bulgaria,1845,37.78
11733,33,Burkina Faso,1845,29.2
11734,34,Burundi,1845,31.5
11735,35,Cambodia,1845,35.0
11736,36,Cameroon,1845,28.75
11737,37,Canada,1845,40.61
11738,38,Cape Verde,1845,33.8
11739,39,Cayman Islands,1845,
11740,40,Central African Republic,1845,30.0
11741,41,Chad,1845,30.9
11742,42,Channel Islands,1845,
11743,43,Chile,1845,32.0
11744,44,China,1845,32.0
11745,45,Christmas Island,1845,
11746,46,Cocos Island,1845,
11747,47,Colombia,1845,32.0
11748,48,Comoros,1845,32.1
11749,49,"Congo, Dem. Rep.",1845,31.6
11750,50,"Congo, Rep.",1845,32.7
11751,51,Cook Is,1845,
11752,52,Costa Rica,1845,30.21
11753,53,Cote d'Ivoire,1845,31.16
11754,54,Croatia,1845,36.1
11755,55,Cuba,1845,36.04
11756,56,Cyprus,1845,38.51
11757,57,Czech Republic,1845,34.95
11758,58,Czechoslovakia,1845,
11759,59,Denmark,1845,43.35
11760,60,Djibouti,1845,29.9
11761,61,Dominica,1845,
11762,62,Dominican Republic,1845,29.9
11763,63,East Germany,1845,
11764,64,Ecuador,1845,32.9
11765,65,Egypt,1845,33.0
11766,66,El Salvador,1845,28.7
11767,67,Equatorial Guinea,1845,29.8
11768,68,Eritrea,1845,30.2
11769,69,Eritrea and Ethiopia,1845,
11770,70,Estonia,1845,35.17
11771,71,Ethiopia,1845,29.7
11772,72,Faeroe Islands,1845,
11773,73,Falkland Is (Malvinas),1845,
11774,74,Fiji,1845,26.1
11775,75,Finland,1845,40.86
11776,76,France,1845,43.58
11777,77,French Guiana,1845,30.5
11778,78,French Polynesia,1845,25.6
11779,79,Gabon,1845,30.6
11780,80,Gambia,1845,28.8
11781,81,Georgia,1845,31.87
11782,82,Germany,1845,38.37
11783,83,Ghana,1845,28.0
11784,84,Gibraltar,1845,
11785,85,Greece,1845,36.6
11786,86,Greenland,1845,33.87
11787,87,Grenada,1845,37.3
11788,88,Guadeloupe,1845,27.66
11789,89,Guam,1845,27.5
11790,90,Guatemala,1845,25.81
11791,91,Guernsey,1845,
11792,92,Guinea,1845,29.97
11793,93,Guinea-Bissau,1845,32.0
11794,94,Guyana,1845,31.12
11795,95,Haiti,1845,29.0
11796,96,Holy See,1845,
11797,97,Honduras,1845,33.9
11798,98,"Hong Kong, China",1845,34.9
11799,99,Hungary,1845,36.0
11800,100,Iceland,1845,41.35
11801,101,India,1845,25.44
11802,102,Indonesia,1845,30.0
11803,103,Iran,1845,25.6
11804,104,Iraq,1845,31.2
11805,105,Ireland,1845,38.3
11806,106,Isle of Man,1845,
11807,107,Israel,1845,32.0
11808,108,Italy,1845,29.69
11809,109,Jamaica,1845,34.2
11810,110,Japan,1845,36.42
11811,111,Jersey,1845,
11812,112,Jordan,1845,31.7
11813,113,Kazakhstan,1845,26.2
11814,114,Kenya,1845,25.5
11815,115,Kiribati,1845,24.9
11816,116,North Korea,1845,26.0
11817,117,South Korea,1845,25.8
11818,118,"United Korea (former)
",1845,
11819,119,Kosovo,1845,
11820,120,Kuwait,1845,26.0
11821,121,Kyrgyz Republic,1845,23.94
11822,122,Lao,1845,31.9
11823,123,Latvia,1845,33.0
11824,124,Lebanon,1845,29.7
11825,125,Lesotho,1845,32.8
11826,126,Liberia,1845,31.1
11827,127,Libya,1845,33.1
11828,128,Liechtenstein,1845,
11829,129,Lithuania,1845,28.9
11830,130,Luxembourg,1845,36.9
11831,131,"Macao, China",1845,34.7
11832,132,"Macedonia, FYR",1845,36.1
11833,133,Madagascar,1845,30.5
11834,134,Malawi,1845,30.3
11835,135,Malaysia,1845,30.6
11836,136,Maldives,1845,32.65
11837,137,Mali,1845,26.41
11838,138,Malta,1845,28.7
11839,139,Marshall Islands,1845,
11840,140,Martinique,1845,30.15
11841,141,Mauritania,1845,32.0
11842,142,Mauritius,1845,24.47
11843,143,Mayotte,1845,32.5
11844,144,Mexico,1845,26.9
11845,145,"Micronesia, Fed. Sts.",1845,26.7
11846,146,Moldova,1845,33.15
11847,147,Monaco,1845,
11848,148,Mongolia,1845,31.8
11849,149,Montenegro,1845,35.4
11850,150,Montserrat,1845,
11851,151,Morocco,1845,33.1
11852,152,Mozambique,1845,30.28
11853,153,Myanmar,1845,30.8
11854,154,Namibia,1845,32.4
11855,155,Nauru,1845,
11856,156,Nepal,1845,32.8
11857,157,Netherlands,1845,39.86
11858,158,Netherlands Antilles,1845,34.41
11859,159,New Caledonia,1845,26.0
11860,160,New Zealand,1845,34.05
11861,161,Ngorno-Karabakh,1845,
11862,162,Nicaragua,1845,25.4
11863,163,Niger,1845,30.8
11864,164,Nigeria,1845,30.4
11865,165,Niue,1845,
11866,166,Norfolk Island,1845,
11867,167,Northern Cyprus,1845,
11868,168,Northern Mariana Islands,1845,
11869,169,Norway,1845,50.07
11870,170,Oman,1845,32.3
11871,171,Pakistan,1845,25.8
11872,172,Palau,1845,
11873,173,Panama,1845,32.9
11874,174,Papua New Guinea,1845,31.5
11875,175,Paraguay,1845,35.5
11876,176,Peru,1845,35.7
11877,177,Philippines,1845,30.9
11878,178,Pitcairn,1845,
11879,179,Poland,1845,35.9
11880,180,Portugal,1845,35.6
11881,181,Puerto Rico,1845,30.43
11882,182,Qatar,1845,30.8
11883,183,Reunion,1845,33.0
11884,184,Romania,1845,35.7
11885,185,Russia,1845,29.57
11886,186,Rwanda,1845,31.8
11887,187,St. Barth̩lemy,1845,
11888,188,St. Helena,1845,
11889,189,St. Kitts and Nevis,1845,
11890,190,St. Lucia,1845,28.01
11891,191,St. Martin,1845,
11892,192,St. Vincent and the Grenadines,1845,25.99
11893,193,St.-Pierre-et-Miquelon,1845,
11894,194,Samoa,1845,25.4
11895,195,San Marino,1845,
11896,196,Sao Tome and Principe,1845,31.0
11897,197,Saudi Arabia,1845,32.1
11898,198,Senegal,1845,25.2
11899,199,Serbia,1845,35.5
11900,200,Serbia and Montenegro,1845,
11901,201,Serbia excluding Kosovo,1845,
11902,202,Seychelles,1845,37.0
11903,203,Sierra Leone,1845,25.1
11904,204,Singapore,1845,34.0
11905,205,Slovak Republic,1845,36.4
11906,206,Slovenia,1845,36.6
11907,207,Solomon Islands,1845,25.1
11908,208,Somalia,1845,29.4
11909,209,Somaliland,1845,
11910,210,South Africa,1845,33.5
11911,211,South Ossetia,1845,
11912,212,Spain,1845,29.5
11913,213,Sri Lanka,1845,32.6
11914,214,Sudan,1845,31.4
11915,215,Suriname,1845,32.9
11916,216,Svalbard,1845,
11917,217,Swaziland,1845,32.3
11918,218,Sweden,1845,45.99
11919,219,Switzerland,1845,38.0
11920,220,Syria,1845,31.1
11921,221,Taiwan,1845,28.3
11922,222,Tajikistan,1845,24.24
11923,223,Tanzania,1845,32.2
11924,224,Thailand,1845,30.4
11925,225,Timor-Leste,1845,28.95
11926,226,Togo,1845,31.3
11927,227,Tokelau,1845,
11928,228,Tonga,1845,28.2
11929,229,Transnistria,1845,
11930,230,Trinidad and Tobago,1845,38.8
11931,231,Tunisia,1845,28.8
11932,232,Turkey,1845,35.0
11933,233,Turkmenistan,1845,24.0
11934,234,Turks and Caicos Islands,1845,
11935,235,Tuvalu,1845,
11936,236,Uganda,1845,25.3
11937,237,Ukraine,1845,36.6
11938,238,United Arab Emirates,1845,30.7
11939,239,United Kingdom,1845,42.56
11940,240,United States,1845,39.41
11941,241,Uruguay,1845,32.9
11942,242,USSR,1845,
11943,243,Uzbekistan,1845,26.93
11944,244,Wallis et Futuna,1845,
11945,245,Vanuatu,1845,24.3
11946,246,Venezuela,1845,32.2
11947,247,West Bank and Gaza,1845,32.1
11948,248,West Germany,1845,
11949,249,Western Sahara,1845,34.75
11950,250,Vietnam,1845,32.0
11951,251,Virgin Islands (U.S.),1845,33.4
11952,252,North Yemen (former),1845,
11953,253,South Yemen (former),1845,
11954,254,Yemen,1845,23.39
11955,255,Yugoslavia,1845,
11956,256,Zambia,1845,32.6
11957,257,Zimbabwe,1845,33.7
11958,258,��land,1845,
11959,259,South Sudan,1845,26.67
11960,0,Abkhazia,1846,
11961,1,Afghanistan,1846,27.74
11962,2,Akrotiri and Dhekelia,1846,
11963,3,Albania,1846,35.4
11964,4,Algeria,1846,28.82
11965,5,American Samoa,1846,
11966,6,Andorra,1846,
11967,7,Angola,1846,26.98
11968,8,Anguilla,1846,
11969,9,Antigua and Barbuda,1846,33.54
11970,10,Argentina,1846,33.2
11971,11,Armenia,1846,34.0
11972,12,Aruba,1846,34.42
11973,13,Australia,1846,34.05
11974,14,Austria,1846,34.4
11975,15,Azerbaijan,1846,29.17
11976,16,Bahamas,1846,35.18
11977,17,Bahrain,1846,30.3
11978,18,Bangladesh,1846,25.5
11979,19,Barbados,1846,32.12
11980,20,Belarus,1846,36.2
11981,21,Belgium,1846,37.83
11982,22,Belize,1846,26.5
11983,23,Benin,1846,31.0
11984,24,Bermuda,1846,
11985,25,Bhutan,1846,28.8
11986,26,Bolivia,1846,33.0
11987,27,Bosnia and Herzegovina,1846,35.1
11988,28,Botswana,1846,33.6
11989,29,Brazil,1846,31.99
11990,30,British Virgin Islands,1846,
11991,31,Brunei,1846,29.2
11992,32,Bulgaria,1846,37.82
11993,33,Burkina Faso,1846,29.2
11994,34,Burundi,1846,31.5
11995,35,Cambodia,1846,35.0
11996,36,Cameroon,1846,28.75
11997,37,Canada,1846,40.69
11998,38,Cape Verde,1846,33.8
11999,39,Cayman Islands,1846,
